campaign_id,branch_type,region,season,occasion,cake_type,promotion_type,discount_percent,social_media_spend,influencer_support,customization_available,personalized_bundle,day_of_week,campaign_duration_days,estimated_foot_traffic,website_visits,branch_capacity,base_price,actual_orders,actual_revenue,gross_margin_percent,campaign_cost,actual_profit,actual_roi,success_label
CMP-00142,CBD / Office,Central,Graduation,Seasonal Gift,Fruit Cake,Bundle,25,5000,0,1,1,Weekend,4,9973,1760,453,885,255,204800.06,53.85,31207.93,79081.12,2.534,1
CMP-00143,CBD / Office,Northeast,Normal,Couple Gift,Strawberry,Creator Collaboration,10,63154,0,1,0,Weekday,8,7603,14346,383,1005,387,381545.24,52.88,93029.02,108749.12,1.169,0
CMP-00144,Mall,South,Christmas,Self Reward,Fruit Cake,Limited Edition,10,35113,1,0,1,Weekday,14,8748,7757,578,812,740,629914.52,52.4,102023.64,228021.73,2.235,1
CMP-00145,University Area,Central,Normal,Self Reward,Red Velvet,Bundle,15,33095,0,0,0,Weekend,13,6150,5173,568,860,316,230996.0,53.92,81949.0,42606.01,0.52,0
CMP-00146,Mall,North,Valentine,Couple Gift,Strawberry,Bundle,10,22776,1,1,1,Weekend,5,10485,5461,694,929,452,457279.81,49.08,69308.91,155128.84,2.238,1
CMP-00147,CBD / Office,Central,Normal,Birthday,Strawberry,Creator Collaboration,10,64337,0,1,1,Weekend,12,6872,10943,596,992,701,757281.89,55.42,115081.77,304570.61,2.647,1
CMP-00148,CBD / Office,Bangkok,Normal,Family Celebration,Chocolate,Discount,10,9865,0,0,1,Weekend,8,9804,3221,408,823,267,221498.93,48.73,52962.99,54979.31,1.038,0
CMP-00149,Transit,Central,Christmas,Couple Gift,Red Velvet,Social Challenge,30,60548,1,0,0,Weekend,12,9602,13663,397,997,589,411063.1,48.34,136270.19,62435.85,0.458,0
CMP-00150,Transit,Bangkok,Christmas,Self Reward,Strawberry,Personalized Box,15,33074,0,0,1,Weekday,5,9652,6343,242,816,171,132838.27,53.9,62325.06,9273.15,0.149,0
CMP-00151,University Area,South,Mother's Day,Office Celebration,Matcha,Free Add-on,20,34039,1,0,0,Weekday,12,5670,9234,558,817,720,470592.0,44.67,78642.7,131549.18,1.673,1
CMP-00152,Transit,North,New Year,Office Celebration,Strawberry,Discount,5,38961,0,1,1,Weekday,6,7897,5405,339,905,263,273598.24,59.7,74046.4,89279.97,1.206,1
CMP-00153,Hospital,Central,Graduation,Family Celebration,Chocolate,Free Add-on,10,38399,0,0,0,Weekday,11,2219,7237,332,775,369,257377.5,50.7,74253.6,56234.71,0.757,0
CMP-00154,Neighborhood,North,Mother's Day,Family Celebration,Vanilla,Discount,10,16968,0,0,0,Weekday,6,5759,2706,346,836,192,144460.8,47.29,36697.62,31612.91,0.861,0
CMP-00155,CBD / Office,Bangkok,Normal,Self Reward,Chocolate,Personalized Box,0,21260,0,1,1,Weekday,14,8699,5154,589,816,435,429501.6,57.16,89728.01,155792.39,1.736,0
CMP-00156,CBD / Office,Bangkok,Normal,Family Celebration,Vanilla,Free Add-on,20,19195,0,1,0,Weekend,4,12648,3761,620,745,251,163059.64,48.72,30527.82,48913.63,1.602,1
CMP-00157,University Area,Bangkok,Back to School,Birthday,Vanilla,Limited Edition,20,31705,1,0,0,Weekday,9,10665,8838,271,820,299,203989.76,44.35,84953.31,5518.19,0.065,0
CMP-00158,Mall,Bangkok,Christmas,Self Reward,Strawberry,Discount,30,33005,0,1,0,Weekend,8,13979,6261,492,805,522,320620.23,40.95,50157.17,81123.36,1.617,1
CMP-00159,Mall,Central,Normal,Office Celebration,Chocolate,Personalized Box,5,7098,0,1,1,Weekday,5,8688,1155,634,945,142,154251.4,53.99,25091.84,58181.96,2.319,0
CMP-00160,Mall,Bangkok,Normal,Birthday,Vanilla,Personalized Box,25,27542,0,1,1,Weekday,11,12723,5029,443,682,575,355876.12,52.85,74600.5,113466.68,1.521,1
CMP-00161,Mall,Bangkok,Christmas,Self Reward,Matcha,Bundle,20,35248,0,0,1,Weekend,14,12480,6499,484,742,759,504607.49,49.15,77592.12,170424.78,2.196,1
CMP-00162,CBD / Office,Bangkok,New Year,Family Celebration,Fruit Cake,Bundle,15,7289,0,0,1,Weekday,11,9326,1151,665,935,255,226980.6,52.21,49931.63,68565.14,1.373,0
CMP-00163,CBD / Office,Bangkok,Normal,Self Reward,Strawberry,Free Add-on,5,19121,0,1,0,Weekday,10,9275,2813,593,960,208,206768.64,54.34,44877.97,67488.91,1.504,0
CMP-00164,Neighborhood,North,Christmas,Family Celebration,Strawberry,Personalized Box,10,39480,0,1,0,Weekday,10,6745,5923,405,915,436,391360.14,47.6,80305.08,105963.96,1.32,1
CMP-00165,University Area,Bangkok,Back to School,Office Celebration,Vanilla,Discount,20,23498,0,0,0,Weekday,9,8063,4836,422,748,316,189094.4,45.45,45210.51,40736.96,0.901,0
CMP-00166,Transit,Bangkok,Valentine,Seasonal Gift,Vanilla,Free Add-on,15,30644,0,1,0,Weekday,9,9203,4465,288,604,336,188027.62,50.96,67623.51,28198.8,0.417,0
CMP-00167,University Area,Bangkok,New Year,Birthday,Red Velvet,Limited Edition,20,60424,0,0,1,Weekend,10,9241,7360,554,1018,745,706716.77,41.46,98058.18,194941.14,1.988,1
CMP-00168,University Area,Bangkok,Normal,Office Celebration,Vanilla,Discount,15,14259,0,0,1,Weekday,12,7208,2285,324,708,184,124018.94,48.24,47233.76,12598.95,0.267,0
CMP-00169,CBD / Office,Bangkok,Normal,Family Celebration,Fruit Cake,Personalized Box,15,21662,0,0,1,Weekday,10,11016,3671,594,1019,398,386095.02,42.87,66377.62,99123.31,1.493,0
CMP-00170,Mall,Northeast,Valentine,Couple Gift,Vanilla,Bundle,25,41178,1,1,1,Weekday,5,9826,8131,600,795,426,307343.02,54.63,112945.78,54945.98,0.486,0
CMP-00171,University Area,Bangkok,Normal,Family Celebration,Strawberry,Creator Collaboration,20,58967,1,1,0,Weekday,13,7782,18938,310,930,546,442784.16,45.69,124319.94,77966.32,0.627,0
CMP-00172,Neighborhood,North,Graduation,Couple Gift,Cheesecake,Bundle,0,39270,1,0,1,Weekday,14,5504,9623,243,973,440,479494.4,64.14,123612.9,183915.58,1.488,1
CMP-00173,Mall,Central,Normal,Birthday,Matcha,Limited Edition,5,22740,0,1,0,Weekend,13,12023,2767,429,806,361,313347.1,52.07,72108.36,91038.43,1.263,0
CMP-00174,Mall,North,Normal,Family Celebration,Fruit Cake,Bundle,10,37884,0,0,1,Weekend,11,9973,4338,692,943,320,304174.08,58.11,75399.95,101358.23,1.344,0
CMP-00175,Mall,South,Normal,Seasonal Gift,Red Velvet,Social Challenge,15,39913,0,0,0,Weekday,6,9925,8047,605,919,353,275745.95,55.52,62204.31,90878.82,1.461,0
CMP-00176,Mall,Bangkok,Graduation,Seasonal Gift,Cheesecake,Free Add-on,25,45791,1,1,1,Weekday,14,13626,10167,677,902,1139,932345.53,45.59,112128.37,312885.18,2.79,1
CMP-00177,Mall,Bangkok,Normal,Self Reward,Fruit Cake,Social Challenge,15,42464,0,0,1,Weekday,12,12957,8741,531,914,705,613440.24,48.97,104639.57,195752.29,1.871,1
CMP-00178,Transit,Central,Normal,Office Celebration,Vanilla,Personalized Box,20,14458,0,1,1,Weekday,10,7271,2641,221,747,193,139557.53,50.98,53708.03,17441.86,0.325,0
CMP-00179,Hospital,South,Graduation,Seasonal Gift,Cheesecake,Creator Collaboration,25,41921,1,0,1,Weekday,12,4836,11822,379,864,655,475372.8,43.5,107277.65,99489.35,0.927,0
CMP-00180,Neighborhood,Bangkok,Valentine,Self Reward,Strawberry,Creator Collaboration,10,29967,0,0,0,Weekend,5,7106,7137,405,911,291,238590.9,53.15,47657.3,79157.92,1.661,1
CMP-00181,Mall,Central,New Year,Office Celebration,Strawberry,Personalized Box,15,48100,1,1,0,Weekday,10,11180,8123,672,738,818,559313.23,51.78,102260.88,187367.04,1.832,1
CMP-00182,Transit,Bangkok,New Year,Seasonal Gift,Matcha,Free Add-on,20,41381,0,1,0,Weekday,11,8898,6534,218,879,308,236078.3,48.78,82865.28,32300.29,0.39,0
CMP-00183,Neighborhood,Bangkok,Mother's Day,Office Celebration,Matcha,Creator Collaboration,20,25193,0,0,0,Weekend,13,8337,5519,291,816,482,314649.6,44.69,77391.06,63229.98,0.817,0
CMP-00184,Transit,North,Normal,Seasonal Gift,Fruit Cake,Creator Collaboration,30,62355,0,1,0,Weekday,5,6771,12708,257,976,186,138511.97,45.98,81548.54,-17858.32,-0.219,0
CMP-00185,Mall,Bangkok,Normal,Couple Gift,Red Velvet,Personalized Box,15,43288,1,1,0,Weekday,6,13559,6447,481,1028,329,313353.42,56.71,104756.44,72947.09,0.696,0
CMP-00186,Mall,Bangkok,Christmas,Friend Group,Fruit Cake,Discount,5,5000,0,0,0,Weekday,4,14598,1723,478,904,159,136549.2,55.51,12944.5,62847.73,4.855,0
CMP-00187,University Area,Bangkok,New Year,Friend Group,Matcha,Social Challenge,10,58356,1,0,0,Weekday,14,9249,17073,492,859,1018,787015.8,53.6,122666.53,299207.52,2.439,1
CMP-00188,CBD / Office,Bangkok,Valentine,Family Celebration,Vanilla,Discount,10,23134,0,0,0,Weekend,7,10677,3946,422,685,369,227488.5,57.34,45900.97,84533.56,1.842,1
CMP-00189,CBD / Office,South,Valentine,Office Celebration,Vanilla,Creator Collaboration,20,69102,1,1,0,Weekend,13,7758,15629,427,650,684,387691.2,46.17,134659.88,44321.63,0.329,0
CMP-00190,Neighborhood,Bangkok,Back to School,Friend Group,Chocolate,Creator Collaboration,15,48829,0,0,0,Weekday,14,7425,11038,390,759,652,420637.8,50.07,83291.36,127310.35,1.528,1
CMP-00191,CBD / Office,South,Christmas,Couple Gift,Cheesecake,Limited Edition,10,30112,0,1,0,Weekend,14,10177,3512,517,1052,474,508740.64,54.15,70856.38,204647.32,2.888,0
CMP-00192,Transit,Bangkok,Songkran,Family Celebration,Red Velvet,Limited Edition,20,16162,0,0,0,Weekday,9,9998,2991,236,1020,225,190944.0,49.9,49357.23,45923.52,0.93,0
CMP-00193,Neighborhood,Bangkok,Mother's Day,Office Celebration,Matcha,Bundle,0,31567,1,1,1,Weekend,6,7604,4779,362,869,268,281799.32,57.29,89178.8,72255.63,0.81,0
CMP-00194,University Area,Central,Mother's Day,Office Celebration,Chocolate,Free Add-on,25,28005,0,0,0,Weekday,6,8266,5363,336,777,271,157925.25,47.01,44385.01,29850.8,0.673,0
CMP-00195,Mall,Central,Songkran,Friend Group,Strawberry,Personalized Box,5,35440,0,1,0,Weekend,13,11421,5427,536,892,514,474764.32,53.88,86245.55,169568.24,1.966,0
CMP-00196,Neighborhood,Northeast,Normal,Couple Gift,Cheesecake,Free Add-on,15,17182,0,0,0,Weekday,5,3994,2771,344,1008,122,104529.6,47.67,29622.3,20208.31,0.682,0
CMP-00197,Neighborhood,Northeast,Normal,Family Celebration,Cheesecake,Personalized Box,20,36129,0,1,0,Weekday,4,3814,6021,308,1029,173,155230.82,41.7,45515.76,19208.76,0.422,0
CMP-00198,University Area,Bangkok,Valentine,Office Celebration,Matcha,Bundle,15,24392,0,1,1,Weekday,4,7301,5155,269,756,141,109633.99,52.29,55473.09,1858.86,0.034,0
CMP-00199,Mall,Bangkok,Normal,Couple Gift,Strawberry,Bundle,5,7342,0,1,1,Weekend,6,12011,2063,543,926,237,252271.57,51.9,29169.43,101771.72,3.489,0
CMP-00200,Hospital,North,Mother's Day,Self Reward,Strawberry,Bundle,5,16869,0,1,1,Weekday,5,4356,4030,267,902,174,180411.73,66.0,32249.95,86821.79,2.692,1
CMP-00201,University Area,Bangkok,Graduation,Friend Group,Cheesecake,Bundle,5,5000,0,0,1,Weekend,5,6550,1948,387,1044,150,166622.4,59.4,32548.7,66432.91,2.041,1
CMP-00202,Neighborhood,Central,Songkran,Family Celebration,Chocolate,Free Add-on,10,61157,1,0,0,Weekday,5,5271,10391,251,692,166,103384.8,56.55,105514.71,-47046.51,-0.446,0
CMP-00203,Neighborhood,Bangkok,Normal,Seasonal Gift,Fruit Cake,Discount,10,16858,0,1,0,Weekend,7,2575,3429,473,998,149,145876.66,50.49,43325.88,30333.34,0.7,0
CMP-00204,Mall,Bangkok,Graduation,Office Celebration,Matcha,Limited Edition,20,9716,0,1,0,Weekday,5,13634,2011,484,909,249,205264.13,51.26,30434.96,74775.03,2.457,1
CMP-00205,Mall,Bangkok,Graduation,Friend Group,Fruit Cake,Creator Collaboration,0,41174,1,0,0,Weekday,9,13049,12390,433,908,467,424036.0,58.71,82162.98,166794.25,2.03,1
CMP-00206,CBD / Office,Central,Graduation,Birthday,Strawberry,Creator Collaboration,5,43196,1,0,0,Weekend,14,7867,15623,477,900,822,702810.0,58.18,116752.62,292129.54,2.502,1
CMP-00207,CBD / Office,Bangkok,Mother's Day,Friend Group,Chocolate,Discount,15,54620,0,0,0,Weekday,13,10556,8521,578,849,723,521752.95,50.06,83327.88,177886.76,2.135,0
CMP-00208,Mall,South,Normal,Self Reward,Chocolate,Creator Collaboration,30,78989,0,0,0,Weekday,8,12208,14046,507,932,492,320980.8,49.19,97918.13,59974.25,0.612,0
CMP-00209,University Area,Bangkok,Valentine,Self Reward,Cheesecake,Personalized Box,5,18750,0,1,1,Weekday,10,6410,3948,343,973,408,456333.11,63.03,69549.6,218073.91,3.136,1
CMP-00210,Neighborhood,Bangkok,Valentine,Family Celebration,Vanilla,Creator Collaboration,5,29830,0,1,1,Weekday,10,8196,8023,489,754,661,572903.9,57.06,80959.38,245938.56,3.038,1
CMP-00211,CBD / Office,South,Valentine,Seasonal Gift,Vanilla,Social Challenge,15,48306,1,0,0,Weekend,4,8340,10399,503,908,274,211473.2,56.02,82009.81,36459.25,0.445,0
CMP-00212,University Area,Bangkok,Normal,Seasonal Gift,Vanilla,Limited Edition,10,38991,0,1,0,Weekday,8,10096,7787,390,744,392,297550.96,54.84,59992.08,103171.64,1.72,1
CMP-00213,Transit,Bangkok,Normal,Friend Group,Strawberry,Bundle,20,38810,0,1,1,Weekend,12,9750,7819,388,960,581,539911.68,53.34,101738.57,186262.35,1.831,1
CMP-00214,Neighborhood,Bangkok,Valentine,Friend Group,Matcha,Limited Edition,5,26248,0,0,0,Weekday,10,7507,5267,348,818,486,392777.42,52.81,49506.8,157931.66,3.19,1
CMP-00215,Hospital,Bangkok,Normal,Birthday,Matcha,Personalized Box,15,37959,0,1,1,Weekday,4,4094,6409,186,833,96,82247.09,45.04,61707.32,-24660.31,-0.4,0
CMP-00216,Mall,Bangkok,New Year,Seasonal Gift,Vanilla,Discount,5,47389,0,0,1,Weekday,12,13703,5464,465,787,702,587832.34,51.2,89708.64,211268.87,2.355,1
CMP-00217,Transit,Bangkok,New Year,Couple Gift,Chocolate,Free Add-on,30,45482,1,1,0,Weekday,12,9297,7951,357,821,602,377106.65,54.03,123648.9,80084.26,0.648,0
CMP-00218,Transit,Bangkok,Normal,Office Celebration,Cheesecake,Personalized Box,20,25375,1,0,0,Weekday,4,8863,4522,304,937,159,119186.4,45.46,75795.47,-21615.26,-0.285,0
CMP-00219,CBD / Office,Bangkok,Christmas,Couple Gift,Fruit Cake,Social Challenge,10,70510,0,1,0,Weekday,13,10626,10240,435,876,682,586080.79,54.04,105220.59,211503.69,2.01,1
CMP-00220,CBD / Office,Northeast,Songkran,Family Celebration,Chocolate,Personalized Box,10,11955,1,0,1,Weekday,9,6070,2858,421,850,263,225338.4,58.19,81011.33,50114.4,0.619,0
CMP-00221,Hospital,Bangkok,Songkran,Family Celebration,Strawberry,Social Challenge,15,57336,0,0,0,Weekend,3,5870,9181,316,806,137,93858.7,48.95,67562.62,-21621.21,-0.32,0
CMP-00222,University Area,Bangkok,Normal,Couple Gift,Vanilla,Creator Collaboration,20,71379,1,1,0,Weekday,14,6531,26240,420,647,817,460938.33,50.05,146777.31,83907.96,0.572,0
CMP-00223,University Area,Central,Normal,Office Celebration,Red Velvet,Creator Collaboration,20,65628,0,1,0,Weekday,10,8188,11761,392,946,527,434728.62,52.33,93927.64,133572.47,1.422,1
CMP-00224,Mall,North,Normal,Seasonal Gift,Cheesecake,Free Add-on,15,20681,0,0,1,Weekday,10,7519,3983,647,897,256,218609.66,53.8,47520.28,70102.26,1.475,0
CMP-00225,Transit,Bangkok,New Year,Family Celebration,Chocolate,Bundle,20,17547,0,1,0,Weekday,9,8438,3391,319,750,309,202086.0,53.25,36625.44,70991.04,1.938,1
CMP-00226,CBD / Office,Bangkok,Graduation,Birthday,Chocolate,Discount,10,26121,0,0,0,Weekend,5,9044,3594,556,815,279,204646.5,59.02,42129.58,78645.13,1.867,1
CMP-00227,Mall,Bangkok,Normal,Seasonal Gift,Matcha,Discount,5,11628,0,0,0,Weekday,13,11848,1479,422,871,245,202725.25,54.13,36825.85,72912.76,1.98,0
CMP-00228,Hospital,Central,Back to School,Seasonal Gift,Cheesecake,Personalized Box,20,8119,0,1,1,Weekday,4,4142,2663,227,967,114,106710.38,53.68,31476.46,25800.51,0.82,0
CMP-00229,University Area,Central,Mother's Day,Birthday,Fruit Cake,Bundle,15,36335,0,0,0,Weekend,7,9026,6030,565,922,455,356583.5,51.88,52961.72,132023.37,2.493,1
CMP-00230,Mall,South,New Year,Friend Group,Fruit Cake,Social Challenge,10,60413,0,1,0,Weekday,8,11389,15628,713,789,846,654811.61,56.81,91441.33,280579.33,3.068,1
CMP-00231,Transit,Northeast,New Year,Self Reward,Matcha,Creator Collaboration,20,57201,1,1,0,Weekend,8,7005,18001,304,902,340,267424.96,49.36,111560.67,20446.25,0.183,0
CMP-00232,Neighborhood,Bangkok,Mother's Day,Family Celebration,Matcha,Free Add-on,10,66940,1,1,0,Weekend,9,8128,13545,324,855,403,338018.27,52.49,123574.34,53849.37,0.436,0
CMP-00233,Mall,Northeast,Graduation,Seasonal Gift,Red Velvet,Discount,10,30125,0,0,0,Weekday,5,6048,6320,457,979,308,271378.8,49.42,45778.4,88332.6,1.93,1
CMP-00234,Neighborhood,Bangkok,Mother's Day,Office Celebration,Matcha,Creator Collaboration,20,52580,0,1,1,Weekday,11,6723,11347,396,959,552,512428.22,54.23,108644.08,169224.54,1.558,1
CMP-00235,Mall,Bangkok,Normal,Self Reward,Matcha,Creator Collaboration,15,60105,1,0,1,Weekend,4,14306,13468,671,845,388,312122.72,58.58,111035.48,71818.38,0.647,0
CMP-00236,University Area,Bangkok,Graduation,Family Celebration,Vanilla,Personalized Box,20,9406,0,0,1,Weekday,6,8956,3097,498,761,259,176600.7,47.41,32471.76,51252.21,1.578,0
CMP-00237,Neighborhood,Bangkok,Valentine,Office Celebration,Cheesecake,Creator Collaboration,15,70325,1,0,1,Weekend,13,8595,17157,287,911,512,444043.26,52.38,143539.07,89035.19,0.62,0
CMP-00238,Mall,Bangkok,Graduation,Couple Gift,Strawberry,Creator Collaboration,20,70968,1,0,0,Weekday,11,10997,23220,527,849,770,522984.0,46.74,138337.57,106114.77,0.767,0
CMP-00239,CBD / Office,Bangkok,Valentine,Family Celebration,Fruit Cake,Creator Collaboration,20,61288,0,0,0,Weekday,8,12178,9427,480,953,510,388824.0,45.27,90718.44,85287.1,0.94,0
CMP-00240,Hospital,North,Normal,Couple Gift,Cheesecake,Free Add-on,5,36520,0,0,0,Weekday,4,3878,5463,321,1002,154,146592.6,52.19,43918.09,32593.58,0.742,0
CMP-00241,University Area,South,Normal,Self Reward,Vanilla,Social Challenge,0,42841,0,0,0,Weekday,8,6268,11227,290,873,274,239202.0,55.92,72758.15,60991.98,0.838,0
CMP-00242,Transit,Bangkok,Normal,Seasonal Gift,Strawberry,Social Challenge,15,47706,1,1,1,Weekend,6,9655,12034,192,808,141,117174.95,48.3,98980.59,-42381.63,-0.428,0
CMP-00243,Hospital,Central,Normal,Self Reward,Strawberry,Discount,5,26076,0,0,0,Weekday,11,4117,3551,172,976,187,173386.4,51.41,55583.64,33551.49,0.604,0
CMP-00244,Mall,Bangkok,Normal,Couple Gift,Fruit Cake,Free Add-on,10,37486,1,0,1,Weekend,7,11747,6007,502,969,353,344793.46,41.75,99931.88,44004.2,0.44,0
CMP-00245,Mall,South,Normal,Seasonal Gift,Vanilla,Bundle,5,5000,1,0,0,Weekday,8,11598,1159,667,746,203,143866.1,55.1,38554.29,40715.02,1.056,0
CMP-00246,Transit,Central,Valentine,Couple Gift,Red Velvet,Bundle,15,37674,0,1,0,Weekend,13,6915,6883,281,1080,432,432267.84,53.7,81683.72,150461.96,1.842,1
CMP-00247,Transit,North,Normal,Office Celebration,Cheesecake,Social Challenge,5,91347,1,0,1,Weekend,10,5435,22352,369,985,510,534500.4,52.23,149808.57,129382.84,0.864,0
CMP-00248,Mall,North,Valentine,Office Celebration,Cheesecake,Creator Collaboration,15,43271,0,1,0,Weekday,5,10957,8276,565,1083,411,412397.19,45.43,54978.83,132366.67,2.408,1
CMP-00249,Mall,Bangkok,Mother's Day,Birthday,Matcha,Free Add-on,5,39671,1,0,1,Weekend,9,14868,5945,601,1001,644,685901.22,56.03,95508.15,288825.27,3.024,1
CMP-00250,University Area,Bangkok,Normal,Family Celebration,Cheesecake,Social Challenge,0,37418,0,1,1,Weekend,8,7916,8052,449,1030,451,562081.3,57.65,79526.98,244520.01,3.075,1
CMP-00251,Neighborhood,South,Normal,Friend Group,Fruit Cake,Free Add-on,25,44593,0,1,0,Weekend,11,2209,8016,501,905,357,264121.99,56.39,86726.05,62201.02,0.717,0
CMP-00252,Mall,North,Graduation,Birthday,Red Velvet,Limited Edition,15,70599,1,1,0,Weekday,11,9018,12903,520,926,754,672761.45,52.1,129159.17,221374.51,1.714,1
CMP-00253,Mall,North,Christmas,Seasonal Gift,Fruit Cake,Discount,10,21777,0,0,0,Weekday,13,9987,2940,600,929,384,321062.4,58.21,49203.33,137677.42,2.798,0
CMP-00254,CBD / Office,Bangkok,Normal,Friend Group,Red Velvet,Discount,0,38465,0,0,0,Weekend,11,9759,7845,425,981,384,376704.0,58.41,84037.85,136011.06,1.618,0
CMP-00255,Mall,Central,Normal,Couple Gift,Chocolate,Limited Edition,20,69380,1,0,0,Weekend,10,11099,14490,735,785,773,504861.76,56.16,138953.0,144586.51,1.041,0
CMP-00256,Mall,Bangkok,Normal,Birthday,Fruit Cake,Personalized Box,15,22732,0,0,1,Weekday,11,15040,2735,748,957,369,336182.62,65.11,76836.49,142046.92,1.849,0
CMP-00257,Neighborhood,South,Christmas,Self Reward,Matcha,Social Challenge,20,45326,1,0,0,Weekday,5,5022,12965,255,887,158,112116.8,52.41,93403.37,-34641.78,-0.371,0
CMP-00258,University Area,Bangkok,New Year,Office Celebration,Fruit Cake,Social Challenge,15,73174,0,0,1,Weekday,13,10549,16351,395,988,744,699788.54,44.98,113126.01,201617.95,1.782,1
CMP-00259,CBD / Office,North,Christmas,Office Celebration,Vanilla,Limited Edition,15,20093,0,1,0,Weekday,13,8319,3672,652,691,440,292960.78,57.3,66958.74,100900.68,1.507,0
CMP-00260,Neighborhood,North,Mother's Day,Self Reward,Vanilla,Limited Edition,15,31892,1,1,0,Weekend,6,4829,8389,292,694,214,143104.08,59.2,82650.08,2066.18,0.025,0
CMP-00261,University Area,Bangkok,Back to School,Self Reward,Red Velvet,Personalized Box,0,30743,0,0,1,Weekend,6,7562,6691,528,979,375,411180.0,65.01,65522.84,201803.63,3.08,1
CMP-00262,Transit,Central,Graduation,Office Celebration,Cheesecake,Social Challenge,15,36963,0,0,0,Weekend,13,6448,10151,286,930,465,367582.5,58.26,87315.08,126832.18,1.453,1
CMP-00263,CBD / Office,North,Valentine,Friend Group,Matcha,Creator Collaboration,10,79874,1,1,0,Weekday,14,8547,28779,365,922,713,644895.67,54.45,139561.76,211612.51,1.516,1
CMP-00264,Mall,Bangkok,Christmas,Seasonal Gift,Vanilla,Discount,10,56137,1,0,1,Weekend,6,15245,7706,492,673,370,251002.08,55.93,123790.49,16588.15,0.134,0
CMP-00265,Mall,Northeast,Normal,Self Reward,Strawberry,Social Challenge,0,58764,1,0,0,Weekday,10,9391,18115,687,960,876,840960.0,53.11,118548.69,328093.33,2.768,1
CMP-00266,Transit,Northeast,Graduation,Birthday,Vanilla,Creator Collaboration,10,51076,1,0,0,Weekday,13,5840,17627,284,658,473,280110.6,46.34,132033.51,-2237.82,-0.017,0
CMP-00267,Neighborhood,Bangkok,Christmas,Seasonal Gift,Matcha,Limited Edition,10,17550,1,0,0,Weekday,8,7970,3040,323,770,273,196756.56,54.42,69837.09,37246.59,0.533,0
CMP-00268,Hospital,North,Christmas,Family Celebration,Cheesecake,Limited Edition,10,5000,0,1,0,Weekday,8,3946,2107,215,981,159,159136.01,58.97,34616.22,59218.8,1.711,1
CMP-00269,Neighborhood,Bangkok,Normal,Self Reward,Chocolate,Creator Collaboration,15,55513,0,0,0,Weekday,4,5660,15245,362,846,171,122966.1,57.48,69220.73,1462.73,0.021,0
CMP-00270,Transit,Northeast,Graduation,Family Celebration,Matcha,Bundle,15,6692,0,0,1,Weekday,7,3438,2612,274,920,195,170788.8,51.52,46493.31,41491.76,0.892,0
